x_x,x_y,d_x,d_y
0,-4.734282796422294,7.17616630640033,0.24044357863057175,0.942186885495324
1,-3.934451423130445,-4.634149294624583,0.9033316613465096,0.18399190960895495
2,-3.366231868673964,-2.599934141276865,0.043734964385996666,0.9980872528901557
3,-4.597665142352803,1.336606646670372,0.8154336442062455,0.33506797189652215
4,2.0932754204746424,0.715038356083796,0.8227130324751272,0.3231432661955803
5,-7.307659392794106,3.9116580889403965,0.7132156546080237,0.49132343002204826
6,3.215505936023032,-0.22672525760605677,0.2871920120346282,0.9175207482235019
7,3.0178876926430527,-2.5142773897605113,0.2610294962800802,0.9318636020717675
8,-4.887485313096269,0.4854950282776127,0.542072249084221,0.7061576767727742
9,-0.7453273313599021,2.726395647032966,0.7825417851287056,0.3876283545275787
10,-0.3842555547528093,3.23776267493003,0.847283561554073,0.28211056632024534
11,-1.8532120427509255,-3.537774413952283,0.8522458236651824,0.27367705604525483
12,-0.968694171795958,5.134874531205313,0.5956614046959524,0.6451874909556448
13,-0.6775923432180159,0.9374223798698306,0.5251150770830025,0.7242541558201123
14,-2.9423614967781826,-2.9160574431269133,0.7603401441455396,0.42188286520074003
15,-4.996355118541404,-2.1246079126526682,0.772601364165943,0.4030871320889239
16,1.1892488236047374,1.7385125551920448,0.4411198786671341,0.8054132526446929
17,4.590310793125281,-1.5617206080880428,0.6553026442841066,0.5705784443942576
18,4.699981647077533,-0.007798042584505449,0.11468542209861154,0.9868472539580633
19,3.593833844201166,0.9263749393711755,0.15304274632348458,0.9765779177977656
20,6.176401664773011,2.771211044291538,0.722372063259139,0.47817860222273445
21,-5.038234011561395,4.428534754690454,0.11310909029189453,0.9872063336933401
22,-0.5890709647406669,1.7147492985583161,0.9231156194231709,0.14785755317697558
23,0.41139308733741653,1.9268670053840822,0.6134416095984194,0.6236893916133004
24,3.0080033973403806,-0.9597667994418795,0.43264711583749693,0.8128164731574955
25,-1.0796347755972313,4.381068382226328,0.5397339154108626,0.7086873005552599
26,3.206308863858058,-0.5109498270511799,0.30243235831863147,0.9085346686418309
27,-5.616791649523818,1.148851067701458,0.6080002595327872,0.6303356844080634
28,9.170022888788429,5.508314335394042,0.7031175389889962,0.5056257263660574
29,3.8514647824201993,-2.1642886758526174,0.1809988744685781,0.9672394074411079
30,-3.6984644179612647,4.572622069377975,0.10884231582435522,0.9881533502859913
31,4.790958708873423,2.8010103282295855,0.8874558965328023,0.21242203170916008
32,-6.780344768492396,0.024003541175044774,0.17885674404628737,0.9680102651091609
33,6.442876222309753,0.8739469057018336,0.7330410486624916,0.4626508209757946
34,4.932668907464384,2.901839066173887,0.6566551453177389,0.5688040201277391
35,1.0661858772702457,2.480997249383572,0.6268032158670823,0.6071177285786837
36,2.126997372661153,4.413284375220215,0.9453785682650893,0.10625936266504998
37,0.7277922713384036,-0.24085899105037512,0.018481656268261926,0.9996584283815818
38,0.40119394548840664,0.6712213670120739,0.1635840146625015,0.9732402701468985
39,4.025217736473121,2.0428920072931263,0.5018442379258091,0.748152360860664
40,-1.5056347595232866,-2.4644779694278105,0.9097263921707014,0.17239789138807926
41,3.7010582308539774,1.4461886496609446,0.30209673513528745,0.9087375626206
42,-5.785379596860548,3.894533265633295,0.6403112820379091,0.5900014620949692
43,-2.6561806579439495,-0.4288230578905583,0.29209170012195496,0.914682438719866
44,-1.820023918733052,4.050538635088632,0.9865033495225406,0.02681114138080809
45,-0.7568495298669616,3.2024310552179767,0.7949719847039411,0.36801954353587674
46,-4.836613631088242,1.7262591247936405,0.8011805922673891,0.3581096585740756
47,-0.04720028896454235,2.878811943584919,0.8102652927659055,0.3434701553389814
48,3.639650576114526,3.256695280668781,0.9009746838049051,0.18824461914265134
49,7.046386129549625,4.779014304200076,0.45448246377780577,0.7934456901184554
50,1.2418946144841028,1.250022839609507,0.5849029125578203,0.6578885828813787
51,0.7325858231357031,-4.021990201491391,0.22148090012594546,0.950946210879401
52,3.986353062137888,3.417563977301876,0.27533609428160855,0.9241900351857492
53,-3.4565617379112923,-0.6221071902293831,0.8681144665637673,0.24637727294270573
54,-3.4527787142407274,0.44547852556484213,0.24442522106144582,0.9402563113090634
55,0.15833985989327248,6.5779126001903965,0.4746733207749678,0.7746852385444645
56,-1.8983926790678203,3.6265441140853847,0.4223524367619079,0.8216184191612785
57,1.2391694416606236,1.674855867116164,0.35088014324317107,0.8768831250776518
58,3.1112622954155964,2.605598715051914,0.10864292540503206,0.9881967147594366
59,2.687435627629695,0.3469203245293998,0.028942687902843045,0.9991623208169587
60,-3.8153028307493457,6.841094980286008,0.39332358154776925,0.8452965601984352
61,-5.6886057737778,4.319094188894901,0.12649338830033474,0.9839994227163007
62,-3.4310266514067047,-2.9699082727949584,0.040911119498255544,0.9983262803013995
63,-3.7253797956837165,-1.8248911043028242,0.248279803897397,0.9383571389766701
64,-2.1789700358890842,-0.7576967222060307,0.14645569721150165,0.9785507287542929
65,-3.4945042521702327,3.1730209099776396,0.7109508907332079,0.49454883096565827
66,5.053021205364474,-0.4345342261729894,0.6337466322130277,0.5983652061586453
67,-7.44534320902754,-0.1486544679768489,0.019362430164767352,0.9996250962981145
68,3.2777318851141786,-0.3685979889022488,0.3017944626545773,0.9089201023110349
69,5.535154709898217,-0.27450575703040525,0.1588218979521393,0.9747756047308802
70,-2.139767236711936,-1.6175104792417807,0.5677345362155525,0.6776774963881116
71,-0.4336737695918447,-3.3230212007497197,0.7373851868925184,0.4562630861514857
72,-3.888221336291001,2.717707809529803,0.7216872624421157,0.47916749522880486
73,-4.645424009719435,-0.2440475508316231,0.5283351484528415,0.720861970909314
74,-1.7698755713384209,0.1761112013099827,0.07073826372948966,0.9949960980445371
75,-0.4847824437872863,-0.9504768413811464,0.880399061004161,0.2248974933829916
